year,reporting_org_ref,value_usd,category
2016,PK-VSWA-511-2007,9838.78188584387,<=1M
2017,XI-IATI-VSWA-511-2007,31983.0721103632,<=1M
2020,US-EIN-91-1157127,3215782.67284489,> 1M & <= 10M
2019,US-EIN-91-1157127,7990336.41740798,> 1M & <= 10M
2018,US-EIN-91-1157127,4537621.30813228,> 1M & <= 10M
2017,US-EIN-91-1157127,2483339.78745583,> 1M & <= 10M
2016,US-EIN-91-1157127,182401.624599018,<=1M
2018,XI-GRID-grid.13001.33,18300.41,<=1M
2019,BE-BCE_KBO-0421210424,8199848.77143708,> 1M & <= 10M
2018,BE-BCE_KBO-0421210424,8525450.81640047,> 1M & <= 10M
2017,BE-BCE_KBO-0421210424,7995834.47070881,> 1M & <= 10M
2020,DK-CVR-12921047,2753251.92446668,> 1M & <= 10M
2019,DK-CVR-12921047,4529210.62637185,> 1M & <= 10M
2018,DK-CVR-12921047,4568528.6855559,> 1M & <= 10M
2019,US-EIN-262681792,1611988.95754312,> 1M & <= 10M
2018,US-EIN-262681792,5106618.05702158,> 1M & <= 10M
2017,US-EIN-262681792,12069186.9127138,> 10M & <= 100M
2016,US-EIN-262681792,4631677.97336377,> 1M & <= 10M
2019,BE-BCE_KBO-0423588904,973958.941032819,<=1M
2018,BE-BCE_KBO-0423588904,1506589.61752859,> 1M & <= 10M
2017,BE-BCE_KBO-0423588904,1227037.06765106,> 1M & <= 10M
2020,BD-NAB-0210,792407.271823527,<=1M
2019,BD-NAB-0210,1975160.06617065,> 1M & <= 10M
2018,BD-NAB-0210,1639083.21060861,> 1M & <= 10M
2017,BD-NAB-0210,1793961.63875288,> 1M & <= 10M
2016,BD-NAB-0210,1135349.4249035,> 1M & <= 10M
2020,DK-CVR-18243717,7056813.7375532,> 1M & <= 10M
2019,DK-CVR-18243717,8118836.98571359,> 1M & <= 10M
2018,DK-CVR-18243717,8311713.0105403,> 1M & <= 10M
2020,GH-DSW-3064,88731.0220719682,<=1M
2019,GH-DSW-3064,809142.483408555,<=1M
2018,GH-DSW-3064,1124789.07968401,> 1M & <= 10M
2017,GH-DSW-3064,751841.892283727,<=1M
2016,GH-DSW-3064,376552.355168175,<=1M
2020,NL-KVK-27264198,166686.607536271,<=1M
2019,NL-KVK-27264198,305929.796000067,<=1M
2018,NL-KVK-27264198,319893.133868234,<=1M
2017,NL-KVK-27264198,271072.951565399,<=1M
2016,NL-KVK-27264198,220505.082941943,<=1M
2021,KE-NCB-OP/218/051/924/84,650745.496053043,<=1M
2020,KE-NCB-OP/218/051/924/84,2625382.93373821,> 1M & <= 10M
2019,KE-NCB-OP/218/051/924/84,1634999.7898059,> 1M & <= 10M
2018,KE-NCB-OP/218/051/924/84,132524.108287958,<=1M
2019,NL-KVK-41217595,4896637.18089976,> 1M & <= 10M
2018,NL-KVK-41217595,7500505.9091527,> 1M & <= 10M
2017,NL-KVK-41217595,4028705.99119293,> 1M & <= 10M
2016,NL-KVK-41217595,2086235.43499055,> 1M & <= 10M
2020,RW-RGB-61-RGB-NGO-2017,1659708.02628595,> 1M & <= 10M
2019,RW-RGB-61-RGB-NGO-2017,2349682.07158557,> 1M & <= 10M
2018,RW-RGB-61-RGB-NGO-2017,1854116.88715052,> 1M & <= 10M
2017,RW-RGB-61-RGB-NGO-2017,1203008.62549272,> 1M & <= 10M
2016,RW-RGB-61-RGB-NGO-2017,1369193.86929679,> 1M & <= 10M
2017,NP-SWC-27693,41127.3030528892,<=1M
2021,GB-CHC-274467,101993.538002317,<=1M
2020,GB-CHC-274467,8058800.06934723,> 1M & <= 10M
2019,GB-CHC-274467,13005232.7925338,> 10M & <= 100M
2018,GB-CHC-274467,6513866.02877535,> 1M & <= 10M
2017,GB-CHC-274467,8260825.68954923,> 1M & <= 10M
2016,GB-CHC-274467,3271665.83724559,> 1M & <= 10M
2017,GB-CHC-1157009,31242.1482385924,<=1M
2016,GB-CHC-1157009,76096.0663460082,<=1M
2015,GB-CHC-1157009,97623.5812795686,<=1M
2014,GB-CHC-1157009,169067.79140102,<=1M
2020,GB-CHC-326859,179276.738176149,<=1M
2019,GB-CHC-326859,149114.977681303,<=1M
2018,GB-CHC-326859,147101.361466574,<=1M
2016,GB-CHC-326859,25546.5055829229,<=1M
2015,GB-CHC-326859,95740.34733322,<=1M
2014,GB-CHC-326859,105762.765942432,<=1M
2013,GB-CHC-326859,112843.876232093,<=1M
2018,US-EIN-042347643,7382633.77872274,> 1M & <= 10M
2017,US-EIN-042347643,4716258.42230089,> 1M & <= 10M
2016,US-EIN-042347643,16531286.8356736,> 10M & <= 100M
2015,US-EIN-042347643,185741801.783344,> 100M & <= 1B
2016,GB-CHC-1096908,65909.579739992,<=1M
2015,GB-CHC-1096908,134949.156152603,<=1M
2014,GB-CHC-1096908,129003.165768422,<=1M
2013,GB-CHC-1096908,55609.8235585757,<=1M
2019,NP-SWC-46024,129602.372813848,<=1M
2018,NP-SWC-46024,271301.446285602,<=1M
2017,NP-SWC-46024,85651.5312007189,<=1M
2020,US-EIN-11-3803281,2143447.48,> 1M & <= 10M
2019,US-EIN-11-3803281,3318115.196,> 1M & <= 10M
2018,US-EIN-11-3803281,3249811.31,> 1M & <= 10M
2017,US-EIN-11-3803281,3505497.72,> 1M & <= 10M
2020,GB-CHC-1047501,5438048.77741191,> 1M & <= 10M
2019,GB-CHC-1047501,56425251.8379329,> 10M & <= 100M
2018,GB-CHC-1047501,19780777.5429941,> 10M & <= 100M
2017,GB-CHC-1047501,17580161.5202659,> 10M & <= 100M
2016,GB-CHC-1047501,3382451.25753468,> 1M & <= 10M
2015,GB-CHC-1047501,2688431.67211993,> 1M & <= 10M
2019,CA-CRA_ACR-10784-8319-RR0001,1157391.28703321,> 1M & <= 10M
2018,CA-CRA_ACR-10784-8319-RR0001,710640.530298842,<=1M
2020,UG-RSB-73316,281253.756554473,<=1M
2019,UG-RSB-73316,535730.93547549,<=1M
2018,UG-RSB-73316,393885.715134619,<=1M
2017,UG-RSB-73316,3211087.45219703,> 1M & <= 10M
2016,UG-RSB-73316,685932.326948891,<=1M
2019,BE-BCE_KBO-0462279234,1489766.30413388,> 1M & <= 10M
2018,BE-BCE_KBO-0462279234,1606869.54709357,> 1M & <= 10M
2017,BE-BCE_KBO-0462279234,1505636.26869651,> 1M & <= 10M
2016,GB-CHC-283302,316047.152010695,<=1M
2015,GB-CHC-283302,437337.414326077,<=1M
2014,GB-CHC-283302,581602.261159582,<=1M
2013,GB-CHC-283302,240702.782927419,<=1M
2012,GB-CHC-283302,143101.704504999,<=1M
2015,KE-NGC-9381,185687.884834733,<=1M
2016,KE-NCB-9381,400938.601489166,<=1M
2015,KE-NCB-9381,435720.561429175,<=1M
2014,KE-NCB-9381,43665.3694467942,<=1M
2013,KE-NCB-9381,67163.6760293841,<=1M
2020,NL-KVK-813612809,1170052.22014932,> 1M & <= 10M
2017,GB-COH-04276635,35003.3138892495,<=1M
2016,GB-COH-04276635,117161.461484416,<=1M
2015,GB-COH-04276635,117771.841904829,<=1M
2014,GB-COH-04276635,93827.368828093,<=1M
2019,BE-BCE_KBO-0424198222,4042710.04687303,> 1M & <= 10M
2018,BE-BCE_KBO-0424198222,4351613.0688947,> 1M & <= 10M
2017,BE-BCE_KBO-0424198222,3368731.93504403,> 1M & <= 10M
2018,GB-CHC-314137,141278.402797365,<=1M
2017,GB-CHC-314137,151960.108779548,<=1M
2020,US-EIN-134166228,2272103.44017822,> 1M & <= 10M
2019,US-EIN-134166228,2596481.96957299,> 1M & <= 10M
2018,US-EIN-134166228,100842.729684784,<=1M
2017,US-EIN-134166228,1220270.26517244,> 1M & <= 10M
2019,BE-BCE_KBO-0408095925,258153.150392932,<=1M
2018,BE-BCE_KBO-0408095925,267647.482226182,<=1M
2017,BE-BCE_KBO-0408095925,156810.406146044,<=1M
2020,GB-COH-294860,942757.603097223,<=1M
2019,GB-COH-294860,799109.42841958,<=1M
2018,GB-COH-294860,2606212.8004997,> 1M & <= 10M
2017,GB-COH-294860,1433152.33362156,> 1M & <= 10M
2016,GB-COH-294860,1458726.16866518,> 1M & <= 10M
2015,GB-COH-294860,1494387.15868142,> 1M & <= 10M
2014,GB-COH-294860,1666863.76983348,> 1M & <= 10M
2013,GB-COH-294860,3420766.24344806,> 1M & <= 10M
2012,GB-COH-294860,88252.4235458328,<=1M
2015,mz-moj-64vq1,15419.7983426018,<=1M
2018,DK-CVR-20074035,459208.475362809,<=1M
2016,KE-NGC-663,1094545.74007214,> 1M & <= 10M
2020,GB-CHC-1074937,12163.1625423836,<=1M
2019,GB-CHC-1074937,176358.411278169,<=1M
2018,GB-CHC-1074937,491141.722745022,<=1M
2017,GB-CHC-1074937,922966.388817502,<=1M
2016,GB-CHC-1074937,1233093.89680688,> 1M & <= 10M
2015,GB-CHC-1074937,682862.823319523,<=1M
2014,GB-CHC-1074937,1195727.99049714,> 1M & <= 10M
2013,GB-CHC-1074937,555225.48697919,<=1M
2012,GB-CHC-1074937,418179.948983544,<=1M
2011,GB-CHC-1074937,149099.169483397,<=1M
2020,ES-DIR3-EA0035768,240176007.011371,> 100M & <= 1B
2019,ES-DIR3-EA0035768,295305112.129162,> 100M & <= 1B
2018,ES-DIR3-EA0035768,282754813.656232,> 100M & <= 1B
2017,ES-DIR3-EA0035768,16646676.357029,> 10M & <= 100M
2016,ES-DIR3-EA0035768,6124901.75705909,> 1M & <= 10M
2015,ES-DIR3-EA0035768,6285106.34635,> 1M & <= 10M
2014,ES-DIR3-EA0035768,13212109.9515927,> 10M & <= 100M
2013,ES-DIR3-EA0035768,32050.6129476395,<=1M
2012,ES-DIR3-EA0035768,74405.5124348668,<=1M
2019,GB-COH-01846493,994249.053305713,<=1M
2018,GB-COH-01846493,1109561.62930228,> 1M & <= 10M
2017,GB-COH-01846493,46156.715727962,<=1M
2018,US-EIN-522044704,256925.51,<=1M
2017,US-EIN-522044704,1033100.63,> 1M & <= 10M
2016,US-EIN-522044704,1518990.99,> 1M & <= 10M
2014,US-EIN-522044704,4611410.41,> 1M & <= 10M
2013,US-EIN-522044704,3032123.02,> 1M & <= 10M
2019,GB-CHC-313139,161484.11973731,<=1M
2018,GB-CHC-313139,215436.767406003,<=1M
2017,GB-CHC-313139,359048.124848245,<=1M
2016,GB-CHC-313139,167404.176931442,<=1M
2012,GB-CHC-313139,59143.0904666769,<=1M
2011,GB-CHC-313139,145122.101759445,<=1M
2013,47111,23630767,> 10M & <= 100M
2012,47111,45472812,> 10M & <= 100M
2011,47111,25890987,> 10M & <= 100M
2010,47111,3249000,> 1M & <= 10M
2021,FR-3,409206144.501805,> 100M & <= 1B
2020,FR-3,7904075771.51048,> 1B
2019,FR-3,5583924933.63289,> 1B
2018,FR-3,4676690234.70452,> 1B
2017,FR-3,4568825623.53648,> 1B
2016,FR-3,3373843528.3485,> 1B
2015,FR-3,2853188477.36715,> 1B
2014,FR-3,3705136931.94427,> 1B
2013,FR-3,1351528886.82658,> 1B
2012,FR-3,2709410922.42118,> 1B
2011,FR-3,1996715243.67705,> 1B
2021,46002,579933.93451668,<=1M
2020,46002,6550677781.96547,> 1B
2019,46002,4102913891.57365,> 1B
2018,46002,4406792138.17877,> 1B
2017,46002,5510396298.61077,> 1B
2016,46002,4988594803.95712,> 1B
2015,46002,3472960358.72236,> 1B
2014,46002,3845944197.17591,> 1B
2013,46002,4144693085.84666,> 1B
2012,46002,4814407188.70912,> 1B
2011,46002,4442366215.16788,> 1B
2010,46002,3067224850.98299,> 1B
2009,46002,44305083585.1001,> 1B
2017,LB-MOI-18291,41627.6084844349,<=1M
2020,NL-KVK-34148682,3511057.01553635,> 1M & <= 10M
2019,NL-KVK-34148682,2155156.31369274,> 1M & <= 10M
2018,NL-KVK-34148682,3023397.78816708,> 1M & <= 10M
2017,NL-KVK-34148682,3100357.92328584,> 1M & <= 10M
2016,NL-KVK-34148682,1982686.66235119,> 1M & <= 10M
2020,GB-CHC-1045348,1016088.12936033,> 1M & <= 10M
2019,GB-CHC-1045348,958758.426991372,<=1M
2018,GB-CHC-1045348,2182216.98084677,> 1M & <= 10M
2019,BE-BCE_KBO-0474198059,2122953.45989597,> 1M & <= 10M
2018,BE-BCE_KBO-0474198059,2105726.14410381,> 1M & <= 10M
2017,BE-BCE_KBO-0474198059,1690440.23084057,> 1M & <= 10M
2017,GB-CHC-1108718,465763.690735045,<=1M
2018,SE-ON-802007-2446,4155783.91151266,> 1M & <= 10M
2020,GB-CHC-1141028,250072.103909093,<=1M
2019,GB-CHC-1141028,146708.92304658,<=1M
2018,GB-CHC-1141028,270221.914932734,<=1M
2017,GB-CHC-1141028,367827.277989276,<=1M
2016,GB-CHC-1141028,390787.119805479,<=1M
2015,GB-CHC-1141028,278749.614236766,<=1M
2014,GB-CHC-1141028,58951.6146651522,<=1M
2020,NL-KVK-41149831,145945.092385679,<=1M
2019,NL-KVK-41149831,514872.924158225,<=1M
2018,NL-KVK-41149831,1678681.02699595,> 1M & <= 10M
2017,NL-KVK-41149831,1415300.29286858,> 1M & <= 10M
2016,NL-KVK-41149831,68908.9450170514,<=1M
2019,GB-COH-07026479,4693869.09,> 1M & <= 10M
2018,GB-COH-07026479,12870717.1945739,> 10M & <= 100M
2017,GB-COH-07026479,12303012.01,> 10M & <= 100M
2016,GB-COH-07026479,24182561.9290945,> 10M & <= 100M
2015,GB-COH-07026479,10748565.3144415,> 10M & <= 100M
2014,GB-COH-07026479,25286375.6366865,> 10M & <= 100M
2013,GB-COH-07026479,2310000,> 1M & <= 10M
2012,GB-COH-07026479,11206159.8290976,> 10M & <= 100M
2011,GB-COH-07026479,3405488.41989912,> 1M & <= 10M
2010,GB-COH-07026479,590454.854490118,<=1M
2020,GB-CHC-1128267-8,2183570.63954955,> 1M & <= 10M
2019,GB-CHC-1128267-8,1857225.74482822,> 1M & <= 10M
2018,GB-CHC-1128267-8,2067392.93359322,> 1M & <= 10M
2017,GB-CHC-1128267-8,5731460.17262565,> 1M & <= 10M
2016,GB-CHC-1128267-8,5593623.40810832,> 1M & <= 10M
2015,GB-CHC-1128267-8,8511760.83666093,> 1M & <= 10M
2014,GB-CHC-1128267-8,3662902.4704546,> 1M & <= 10M
2013,GB-CHC-1128267-8,1348505.31918923,> 1M & <= 10M
2012,GB-CHC-1128267-8,574565.019362037,<=1M
2020,MZ-NUIT-50039061,3702641.67201331,> 1M & <= 10M
2019,MZ-NUIT-50039061,5668617.06860848,> 1M & <= 10M
2018,MZ-NUIT-50039061,3066546.85319939,> 1M & <= 10M
2017,MZ-NUIT-50039061,2129173.91470729,> 1M & <= 10M
2020,US-EIN-98-0513530,2259667.41294936,> 1M & <= 10M
2018,NL-KVK-30204842,302226.397132258,<=1M
2017,NL-KVK-30204842,364969.554856607,<=1M
2016,NL-KVK-30204842,517675.707844811,<=1M
2015,NL-KVK-30204842,87423.8238209961,<=1M
2020,NL-KVK-41048542,408412.470801625,<=1M
2019,NL-KVK-41048542,46754770.6114303,> 10M & <= 100M
2018,NL-KVK-41048542,24155342.2495771,> 10M & <= 100M
2017,NL-KVK-41048542,37613498.8298622,> 10M & <= 100M
2016,NL-KVK-41048542,26314203.7029643,> 10M & <= 100M
2015,NL-KVK-41048542,24337338.1812807,> 10M & <= 100M
2014,NL-KVK-41048542,31307327.5875036,> 10M & <= 100M
2013,NL-KVK-41048542,28778853.0284131,> 10M & <= 100M
2012,NL-KVK-41048542,25041674.9749503,> 10M & <= 100M
2011,NL-KVK-41048542,19219746.3675143,> 10M & <= 100M
2019,NG-CAC-692943,31069.3001029036,<=1M
2018,NG-CAC-692943,195854.636686943,<=1M
2020,GB-CHC-1064413,83524.6597044931,<=1M
2019,GB-CHC-1064413,231431.086254572,<=1M
2018,GB-CHC-1064413,168454.792446015,<=1M
2020,MZ-NUIT-700098168,1991547.83652818,> 1M & <= 10M
2019,MZ-NUIT-700098168,2443191.9844662,> 1M & <= 10M
2018,MZ-NUIT-700098168,2355580.25749961,> 1M & <= 10M
2017,MZ-NUIT-700098168,182399.437555991,<=1M
2020,XM-DAC-6-4,468543070.446486,> 100M & <= 1B
2019,XM-DAC-6-4,703520416.23048,> 100M & <= 1B
2018,XM-DAC-6-4,888192735.139327,> 100M & <= 1B
2017,XM-DAC-6-4,818117642.29967,> 100M & <= 1B
2016,XM-DAC-6-4,489007575.188693,> 100M & <= 1B
2015,XM-DAC-6-4,406703795.236068,> 100M & <= 1B
2014,XM-DAC-6-4,429563336.438177,> 100M & <= 1B
2013,XM-DAC-6-4,270006433.07937,> 100M & <= 1B
2012,XM-DAC-6-4,286861864.830037,> 100M & <= 1B
2011,XM-DAC-6-4,316119435.444616,> 100M & <= 1B
2010,XM-DAC-6-4,295963140.502032,> 100M & <= 1B
2009,XM-DAC-6-4,291222025.33621,> 100M & <= 1B
2008,XM-DAC-6-4,344377441.236532,> 100M & <= 1B
2007,XM-DAC-6-4,285432603.72433,> 100M & <= 1B
2006,XM-DAC-6-4,197708055.572316,> 100M & <= 1B
2005,XM-DAC-6-4,123845388.702217,> 100M & <= 1B
2004,XM-DAC-6-4,156722639.31356,> 100M & <= 1B
2003,XM-DAC-6-4,118543146.813609,> 100M & <= 1B
2002,XM-DAC-6-4,71800393.6384092,> 10M & <= 100M
2001,XM-DAC-6-4,45125468.4249979,> 10M & <= 100M
2000,XM-DAC-6-4,37419975.9199448,> 10M & <= 100M
1999,XM-DAC-6-4,36635047.8106791,> 10M & <= 100M
1998,XM-DAC-6-4,43296264.1370215,> 10M & <= 100M
1997,XM-DAC-6-4,31501228.5637858,> 10M & <= 100M
1996,XM-DAC-6-4,61175404.0354496,> 10M & <= 100M
1995,XM-DAC-6-4,35171988.5162875,> 10M & <= 100M
1994,XM-DAC-6-4,13647439.7117523,> 10M & <= 100M
1993,XM-DAC-6-4,7077118.76600289,> 1M & <= 10M
1992,XM-DAC-6-4,13490750.3405521,> 10M & <= 100M
1991,XM-DAC-6-4,10593918.4040614,> 10M & <= 100M
1990,XM-DAC-6-4,10366666.8701782,> 10M & <= 100M
1989,XM-DAC-6-4,9550715.14876201,> 1M & <= 10M
1988,XM-DAC-6-4,7313409.56933888,> 1M & <= 10M
1987,XM-DAC-6-4,2107426.71332602,> 1M & <= 10M
1986,XM-DAC-6-4,126980.259780161,<=1M
1985,XM-DAC-6-4,66648.1905543567,<=1M
2014,US-501c3-522318905,69321218.895,> 10M & <= 100M
2013,US-501c3-522318905,4434220487.59618,> 1B
2012,US-501c3-522318905,9756665525.84813,> 1B
2011,US-501c3-522318905,19726451454.945,> 1B
2010,US-501c3-522318905,32774611086.8848,> 1B
2009,US-501c3-522318905,43472996249.7283,> 1B
2008,US-501c3-522318905,34669714866.6173,> 1B
2007,US-501c3-522318905,30287132871.3194,> 1B
2006,US-501c3-522318905,22486302268.7579,> 1B
2005,US-501c3-522318905,24585248952.5965,> 1B
2004,US-501c3-522318905,28515078795.4766,> 1B
2003,US-501c3-522318905,22579229612.8364,> 1B
2002,US-501c3-522318905,21710092905.5155,> 1B
2001,US-501c3-522318905,23324883903.5577,> 1B
2000,US-501c3-522318905,19905692849.8769,> 1B
1999,US-501c3-522318905,22749187112.4587,> 1B
1998,US-501c3-522318905,36052654631.6552,> 1B
1997,US-501c3-522318905,28380679620.9223,> 1B
1996,US-501c3-522318905,23565670898.6119,> 1B
1995,US-501c3-522318905,25662694605.6107,> 1B
1994,US-501c3-522318905,223703445.013144,> 100M & <= 1B
1993,US-501c3-522318905,205817450.785635,> 100M & <= 1B
1992,US-501c3-522318905,129395026.91888,> 100M & <= 1B
1991,US-501c3-522318905,66950079.9934216,> 10M & <= 100M
1990,US-501c3-522318905,82140847.2928786,> 10M & <= 100M
1989,US-501c3-522318905,52125109.0605112,> 10M & <= 100M
1988,US-501c3-522318905,41916015.6237262,> 10M & <= 100M
1987,US-501c3-522318905,16643424.5793548,> 10M & <= 100M
1986,US-501c3-522318905,20952093.6240967,> 10M & <= 100M
1985,US-501c3-522318905,12426684.9163775,> 10M & <= 100M
1984,US-501c3-522318905,6426886.88476,> 1M & <= 10M
1983,US-501c3-522318905,13534825.107009,> 10M & <= 100M
1982,US-501c3-522318905,22810265.1758,> 10M & <= 100M
1981,US-501c3-522318905,24295417.6065304,> 10M & <= 100M
2020,NL-KVK-41208024,95474.4265658492,<=1M
2019,NL-KVK-41208024,375912.755503894,<=1M
2018,NL-KVK-41208024,346267.912424205,<=1M
2018,US-EIN-32-0060251,400579,<=1M
2020,UG-NGB-3329,93227.9647834897,<=1M
2019,UG-NGB-3329,134984.044389826,<=1M
2020,ID-DJP-312529852906000,98200,<=1M
2019,ID-DJP-312529852906000,62000,<=1M
2019,AF-MOE-138,4757841.39,> 1M & <= 10M
2018,AF-MOE-138,2641647.59,> 1M & <= 10M
2017,AF-MOE-138,738749.07999162,<=1M
2020,GB-COH-1100897,12129678.2443166,> 10M & <= 100M
2019,GB-COH-1100897,13535677.0785778,> 10M & <= 100M
2018,GB-COH-1100897,14885843.1787965,> 10M & <= 100M
2017,GB-COH-1100897,17243255.9896194,> 10M & <= 100M
2016,GB-COH-1100897,11670452.8396616,> 10M & <= 100M
2015,GB-COH-1100897,10167693.691705,> 10M & <= 100M
2014,GB-COH-1100897,9518364.44981512,> 1M & <= 10M
2013,GB-COH-1100897,4826708.08860736,> 1M & <= 10M
2012,GB-COH-1100897,935679.818146143,<=1M
2018,GB-COH-08327972,44221.2435453577,<=1M
2017,GB-COH-08327972,514457.027529099,<=1M
2016,GB-COH-08327972,435452.344247758,<=1M
2015,GB-COH-08327972,41442.4854347862,<=1M
2020,NL-KVK-41150939,4614.79278361827,<=1M
2019,NL-KVK-41150939,2955807.7429314,> 1M & <= 10M
2018,NL-KVK-41150939,2769922.64432785,> 1M & <= 10M
2017,NL-KVK-41150939,2772868.83404106,> 1M & <= 10M
2016,NL-KVK-41150939,1366432.36581683,> 1M & <= 10M
2020,NL-KVK-27327087,523229.411953621,<=1M
2019,NL-KVK-27327087,1978955.32383732,> 1M & <= 10M
2018,NL-KVK-27327087,2539790.30405281,> 1M & <= 10M
2017,NL-KVK-27327087,2716131.7768842,> 1M & <= 10M
2016,NL-KVK-27327087,1040214.5473785,> 1M & <= 10M
2019,US-EIN-45-4613016,127299.878029049,<=1M
2018,US-EIN-45-4613016,163424.775214814,<=1M
2016,MZ-MOJ-203D,12421.6925155777,<=1M
2015,MZ-MOJ-203D,17606.6076634517,<=1M
2014,MZ-MOJ-203D,28445.207724098,<=1M
2013,MZ-MOJ-203D,0,<=1M
2019,GB-CHC-1047608,74326.5655276991,<=1M
2018,GB-CHC-1047608,360496.161443014,<=1M
2015,GB-CHC-291691,4526.27735464,<=1M
2014,GB-CHC-291691,475154.162940765,<=1M
2013,GB-CHC-291691,368639.687911906,<=1M
2012,GB-CHC-291691,487285.840345264,<=1M
2011,GB-CHC-291691,140974.821819694,<=1M
2010,GB-CHC-291691,257539.923774209,<=1M
2009,GB-CHC-291691,100745.640695494,<=1M
2018,NL-KVK-40530953,446874.949300775,<=1M
2017,ET-MFA-0001989741,867472.927140799,<=1M
2016,ET-MFA-0001989741,31859.4935749729,<=1M
2020,GB-CHC-261488,1305015.93651025,> 1M & <= 10M
2019,GB-CHC-261488,8132233.33335792,> 1M & <= 10M
2018,GB-CHC-261488,6089889.05275967,> 1M & <= 10M
2017,GB-CHC-261488,5370051.63674455,> 1M & <= 10M
2016,GB-CHC-261488,2498989.31667419,> 1M & <= 10M
2015,GB-CHC-261488,3254290.39245637,> 1M & <= 10M
2014,GB-CHC-261488,2398662.80271649,> 1M & <= 10M
2013,GB-CHC-261488,356651.885874039,<=1M
2021,KE-NCB-93175,333204.435758558,<=1M
2020,KE-NCB-93175,1830386.2608798,> 1M & <= 10M
2019,KE-NCB-93175,431216.021891353,<=1M
2018,KE-NCB-93175,500876.129621588,<=1M
2017,KE-NCB-93175,427627.631707936,<=1M
2016,KE-NCB-93175,142704.625451798,<=1M
2019,MW-NBM-R1527,202112.519794229,<=1M
2018,MW-NBM-R1527,873952.238380368,<=1M
2017,MW-NBM-R1527,563998.421340896,<=1M
2016,MW-NBM-R1527,112826.487707738,<=1M
2020,NL-KVK-41150298,6632064.03140739,> 1M & <= 10M
2019,NL-KVK-41150298,12485821.5158733,> 10M & <= 100M
2018,NL-KVK-41150298,12656446.2845581,> 10M & <= 100M
2017,NL-KVK-41150298,12764272.7426205,> 10M & <= 100M
2016,NL-KVK-41150298,10655511.3846981,> 10M & <= 100M
2015,NL-KVK-41150298,9195438.99542601,> 1M & <= 10M
2014,NL-KVK-41150298,10178302.4858624,> 10M & <= 100M
2013,NL-KVK-41150298,12308764.8374812,> 10M & <= 100M
2012,NL-KVK-41150298,5875244.43999675,> 1M & <= 10M
2011,NL-KVK-41150298,2474133.56912439,> 1M & <= 10M
2018,KE-NCB-OP21805193101154,116995.09198789,<=1M
2017,KE-NCB-OP21805193101154,156110.271699554,<=1M
2020,BJ-IFU-6201408024805,190131.308761127,<=1M
2019,BJ-IFU-6201408024805,172200.303285517,<=1M
2016,MZ-MOJ-F30G1No89,20244.1881648407,<=1M
2015,MZ-MOJ-F30G1No89,31064.519968063,<=1M
2014,MZ-MOJ-F30G1No89,7619.09449210915,<=1M
2013,MZ-MOJ-F30G1No89,0,<=1M
2019,BE-BCE_KBO-0415880570,21904628.5792597,> 10M & <= 100M
2018,BE-BCE_KBO-0415880570,21432588.4181433,> 10M & <= 100M
2017,BE-BCE_KBO-0415880570,17064766.1710717,> 10M & <= 100M
2017,US-EIN-06-1608361,10000,<=1M
2019,AF-MOE-1212,690497,<=1M
2018,AF-MOE-1212,1014183,> 1M & <= 10M
2017,AF-MOE-1212,1650158,> 1M & <= 10M
2016,AF-MOE-1212,1760340.96833474,> 1M & <= 10M
2015,AF-MOE-1212,5622,<=1M
2017,BE-GTCF-630789842,380000,<=1M
2016,BE-GTCF-630789842,3876599.45676388,> 1M & <= 10M
2021,GB-CHC-290836,70212.5036867946,<=1M
2020,GB-CHC-290836,990955.359179252,<=1M
2019,GB-CHC-290836,637615.998185333,<=1M
2018,GB-CHC-290836,544404.952270892,<=1M
2016,GB-CHC-290836,266415.511651844,<=1M
2015,GB-CHC-290836,1192380.68482067,> 1M & <= 10M
2014,GB-CHC-290836,1503844.03412524,> 1M & <= 10M
2013,GB-CHC-290836,1429133.27389626,> 1M & <= 10M
2012,GB-CHC-290836,65161.5651169175,<=1M
2020,NL-KVK-27248417,1258129.96421969,> 1M & <= 10M
2019,NL-KVK-27248417,1793339.89130213,> 1M & <= 10M
2018,NL-KVK-27248417,29779245.8114375,> 10M & <= 100M
2017,NL-KVK-27248417,1159571.4887405,> 1M & <= 10M
2020,LB-MOI-497,27080.85,<=1M
2019,LB-MOI-497,5180892.62,> 1M & <= 10M
2019,BE-BCE_KBO-0546740696,33583422.6444423,> 10M & <= 100M
2018,BE-BCE_KBO-0546740696,33163105.2235691,> 10M & <= 100M
2017,BE-BCE_KBO-0546740696,25554217.9367431,> 10M & <= 100M
2020,JO-CCD-50544,8126.88043694144,<=1M
2016,GB-COH-04589451,120824.4020348,<=1M
2015,GB-COH-04589451,180651.430924515,<=1M
2014,GB-COH-04589451,376346.791927883,<=1M
2013,GB-COH-04589451,518361.674622595,<=1M
2017,GB-CHC-327421,9955.53498249958,<=1M
2016,GB-CHC-327421,739827.380082565,<=1M
2015,GB-CHC-327421,1465763.77989495,> 1M & <= 10M
2014,GB-CHC-327421,1667154.93891776,> 1M & <= 10M
2013,GB-CHC-327421,2087890.03090376,> 1M & <= 10M
2012,GB-CHC-327421,1530585.03198799,> 1M & <= 10M
2011,GB-CHC-327421,563489.848364951,<=1M
2021,46004,1231345848.7,> 1B
2020,46004,20589640717,> 1B
2019,46004,13667344963.94,> 1B
2018,46004,11805299190.74,> 1B
